ID,Artist,Song,BPM,Key,Notes,Key_Scalar
8430,Bad Religion,Ten In 2010,105,7A,BPM: ~105/210,6
8431,Ballerina,"Halsey, Amy Lee - Hand That Feeds",110,7A,,6
8432,BANKS,Gimme,120,7A,,6
8433,bbno$ & y2k,lalala,130,7A,Dphrdom,6
8434,BBY GOYARD,SHMAKIN TOWN ᵀᴴᴵˢ ˢᴼᴺᴳ ᵂᴵᴸᴸ ᴾᴼˢˢᴱˢˢ ʸᴼᵁᴿ ˢᴼᵁᴸ,165,7A,GASZIA FOOTWORK SPEEDRUN,6
8435,Beastie Boys,Alive,101,7A,,6
8436,The Beatles,Come Together,81,7A,BPM: ~81.6; Dmaj chorus,6
8437,Beck,Loser,85,7A,,6
8438,Beck,Devils Haircut,123,7A,BPM: ~123; Ddr+30,6
8439,BENEE,Find an Island,82,7A,BPM: ~82/164,6
8440,Beyoncé ft. Jay Z,Crazy In Love,92,7A,BPM: ~92,6
8441,"Beyoncé, Shatta Wale, Major Lazer",ALREADY,101,7A,,6
8442,Bhad Bhabie,Whachu Know,140,7A,Dphr,6
8443,BICEP,AYAYA,109,7A,inst,6
8444,BICEP,DRIFT,85,7A,BPM: 85/170/255; triplet; inst,6
8445,Big Boi ft. Cutty,Shutterbugg,98,7A,"BPM: 98.5; baby baby; Ddr+45, some Ablues+45",6
8446,Big Brovaz,Favourite Things,64,7A,BPM: 64/128/192; 3/4,6
8447,Big Time Rush,Oh Yeah,120,7A,,6
8448,BIGBANG,FANTASTIC BABY,130,7A,,6
8449,bill wurtz,9 8 7,165,7A,"Ddr, some Fmaj, A#dr bridge, F#maj bridge",6
8450,Billie Eilish,GOLDWING,80,7A,"BPM: 80/160; +45, intro is Emaj+45",6
8451,Billie Eilish,Therefore I Am,94,7A,Dharm,6
8452,Billy Idol,Neuromancer,132,7A,age of destruction,6
8453,Billy Idol,Love Labours On,127,7A,,6
8454,Billy Idol,Heroine,132,7A,,6
8455,Billy Squier,The Stroke,91,7A,BPM: ~91; Dblues+35,6
8456,Bindi Irwin,Prince Rajah,75,7A,BPM: 75/150,6
8457,Birdy Nam Nam,U.R.A.O,104,7A,,6
8458,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53",122,7A,,6
8459,Björk,You've Been Flirting Again,90,7A,"~90, ~105; BPM: ~90, ~105",6
8460,Björk,I Miss You,120,7A,BPM: 120.91; Ddr,6
8461,Björk,I Miss You,93,7A,"Dobie's Rub, Pt. 1 / Sunshine Mix; D~D#min",6
8462,Björk,Pluto,148,7A,some Aharm,6
8463,Björk,Hidden Place,74,7A,BPM: 74.95/149.9; Ddr,6
8464,Björk,"An Echo, A Stain",127,7A,BPM: 127.9; Dmpic,6
8465,Björk,Lionsong,70,7A,"BPM: 70/140; Dmpic, some Bbmaj",6
8466,Black Country New Road,Sunglasses pt2,119,7A,BPM: ~119-~125; with G# notes,6
8467,Black Eyed Peas,Rock That Body,125,7A,,6
8468,Black Rob,Star in da Hood,96,7A,i'm gangsta,6
8469,Black Sabbath,After Forever,95,7A,"BPM: ~95/190; some Gmx, some Fmx",6
8470,Black Veil Brides,Knives and Pens,93,7A,,6
8471,BLACKPINK,Kill This Love,132,7A,triplet,6
8472,BLACKPINK THE GAME,THE GIRLS,80,7A,"BPM: 80/160; Dphrdom, chorus is Dmaj",6
8473,bladee,DRAIN STORY,138,7A,,6
8474,Blank Banshee,Purity Boys,91,7A,,6
8475,Blank Banshee,Conflict Minerals,126,7A,,6
8476,The Blessed Madonna & Kylie Minogue,Edge Of Saturday Night,130,7A,11:59; Ddr,6
8477,Bloc Party,Ratchet,138,7A,,6
8478,Blondie,Call Me,143,7A,BPM: ~143; triplet,6
8479,Blue Stahli,Crimewave,122,7A,Dphr,6
8480,Blueface,Disrespectful,105,7A,,6
8481,Bo Burnham,Welcome to the Internet,125,7A,"3/4 bridge; 125-165, ~31/62/93, ~96, ~170; BPM: 125-165, ~31/62/93, ~96, ~170",6
8482,Bomb Rush Cyberfunk,Reso - Iridium,140,7A,,6
8483,Bomb Rush Cyberfunk,Ethan Goldhammer - In the Pocket,100,7A,,6
8484,Bomb Rush Cyberfunk,KiloWatts - Two Days Off,89,7A,,6
8485,Bon Jovi,Wanted Dead Or Alive,74,7A,BPM: ~74; Dblues,6
8486,Boys Noize,Erole Attack,128,7A,,6
8487,Boys Noize,Lava Lava,125,7A,inst; Dphr,6
8488,Boys Noize,Volta 82,127,7A,Dphr; inst,6
8489,Boys Noize,Volta 82,123,7A,Frank Martiniq Remix; lots of Emin+30 chords,6
8490,Boys Noize,Nott,128,7A,i am not techno; Dphr,6
8491,Breakbot ft. Irfane,Baby I'm Yours,118,7A,,6
8492,Breaking Bad,Dave Porter - Breaking Bad Main Title Theme,76,7A,BPM: 76.5/153,6
8493,Breakwater,Release The Beast,112,7A,BPM: ~112,6
8494,Bree Runway,Somebody Like You,96,7A,,6
8495,Bring Me The Horizon,Sleepwalking,150,7A,Dphr breakdown,6
8496,Bring Me The Horizon,MANTRA,90,7A,Dmpic,6
8497,Bring Me The Horizon,Teardrops,96,7A,,6
8498,Bring Me The Horizon,WONDERWaLL,93,7A,,6
8499,Britney Spears,I Wanna Go,130,7A,all the way,6
8500,"Britney Spears, Iggy Azalea",Pretty Girls,103,7A,Dharm,6
8501,"Britney Spears, Backstreet Boys",Matches,124,7A,,6
8502,BROCKHAMPTON,GAMBA,95,7A,,6
8503,BROCKHAMPTON,1999 WILDFIRE,128,7A,,6
8504,BROCKHAMPTON,WHERE THE CASH AT,78,7A,BPM: 78/156,6
8505,BROCKHAMPTON,FABRIC,88,7A,BPM: 88/176,6
8506,BROCKHAMPTON,things can't stay the same,100,7A,,6
8507,BROCKHAMPTON,baby bull,72,7A,BPM: 72/144,6
8508,"BROCKHAMPTON ft. A$AP ROCKY, SoGone SoFlexy, Shawn Mendes",COUNT ON ME,77,7A,BPM: 77.5/155,6
8509,BROCKHAMPTON,Southside,145,7A,A bass,6
8510,Brooke Candy,Das Me,90,7A,Dphr,6
8511,Bruno Mars,Grenade,110,7A,BPM: 110.5,6
8512,Bruno Mars,Locked Out Of Heaven,147,7A,,6
8513,BSOD,Fives,128,7A,some Ddr,6
8514,BTS,Fake Love,77,7A,BPM: 77.5/155,6
8515,BTS,Black Swan,75,7A,BPM: 75/150,6
8516,Bubba Sparxxx,Ms. New Booty,97,7A,,6
8517,The Bucketheads,The Bomb,126,7A,These Sound Fall Into My Mind,6
8518,Burial,Untrue,128,7A,,6
8519,Burn The Fields,Escape Artist,90,7A,BPM: ~90/180; make my getaway,6
8520,C2C,Delta,120,7A,,6
8521,C2C ft. Pigeon John,Because of You,130,7A,Ddr,6
8522,C418,Friend,120,7A,,6
8523,Cali Cartier,98 DEGREES,75,7A,BPM: 75/150; Aphr,6
8524,Calvin Harris,I Created Disco,133,7A,BPM: 133.97,6
8525,Calvin Harris,Love Souvenir,122,7A,,6
8526,Calvin Harris ft. Ellie Goulding,Outside,128,7A,,6
8527,Cappella,U Got 2 Let The Music,135,7A,some alternating between Dmin & Emin,6
8528,The Cardigans,Ironman,68,7A,BPM: 68/136,6
8529,Caroline Polachek,Door,137,7A,Oklou Remix,6
8530,Caroline Polachek,Butterfly Net,126,7A,"Dmpic, some Dmin; some Cmin in bridge, chords are Dmin Edim Abmaj7 Bbmaj",6
8531,Cascada,Evacuate The Dancefloor,127,7A,,6
8532,Cassidy,I'm a Hustla,91,7A,,6
8533,Cassius,La Mouche,133,7A,Ddr+25,6
8534,Cassius,I'm a Woman,129,7A,,6
8535,Casper McFadden,anything goes,87,7A,BPM: 87.5/175; some Cmx,6
8536,The Cat Empire,Two Shoes,113,7A,BPM: ~113,6
8537,Chance the Rapper ft. MadeinTYO & DaBaby,Hot Shower,75,7A,BPM: 75/150,6
8538,Channel Tres,Weedman,95,7A,D~D#dr,6
8539,Channel Tres ft. Estelle,We Hungry,109,7A,,6
8540,Charli XCX ft. Brooke Candy,Cloud Aura,90,7A,Ddr,6
8541,Charli XCX,Vroom Vroom,75,7A,BPM: 75.5/151; Bmaj prechorus & end,6
8542,Charli XCX ft. ABRA,Drugs,140,7A,,6
8543,Charli XCX,speed drive,100,7A,femtanyl remix,6
8544,Charli XCX,Speed Drive,87,7A,BPM: 87/174; moistbreezy Remix,6
8545,Charli xcx,Everything is romantic,150,7A,,6
8546,Charli xcx,Spring breakers,120,7A,some vocal melodies are Dmaj,6
8547,Charli xcx ft. kesha,Spring breakers featuring kesha,120,7A,some Dmaj,6
8548,Charli xcx,Club classics featuring bb trickz,131,7A,"Dharm kinda, chords are Dmaj C#maj",6
8549,Charlotte Devaney ft. Snoop Dogg,Flip It,128,7A,whistle,6
8550,Chase & Status x Stormzy,BACKBONE,88,7A,BPM: 88/176; Dphr,6
8551,The Chemical Brothers,Leave Home,108,7A,Dblues+10,6
8552,The Chemical Brothers,Leave Home,108,7A,Terror Drums; perc; Dblues+10,6
8553,The Chemical Brothers,Elektrobank pt1,134,7A,,6
8554,The Chemical Brothers,Elektrobank,133,7A,"Dust Brothers Remix; some Ddr, some C#min",6
8555,The Chemical Brothers,Block Rockin' Beats,120,7A,"The Micronauts Remix; Cmin intro, Ebmaj+15 outro",6
8556,The Chemical Brothers,Hey Boy Hey Girl,128,7A,Dphr,6
8557,The Chemical Brothers,Hey Boy Hey Girl,127,7A,Soulwax Remix; Dphr,6
8558,The Chemical Brothers,Elektrobank,135,7A,,6
8559,The Chemical Brothers,Swoon,124,7A,"just remember to fall in love, theres nothing else",6
8560,The Chemical Brothers,Swoon,124,7A,Boys Noize Summer Mix,6
8561,The Chemical Brothers ft. Q-Tip,Go,120,7A,,6
8562,The Chemical Brothers,We've Got To Try,92,7A,Ddr,6
8563,The Chemical Brothers,All Of A Sudden,130,7A,,6
8564,Cher,Strong Enough,125,7A,"Cmin intro, end keychange +2 to Emin",6
8565,Cher Lloyd,Swagger Jagger,128,7A,"Dphr, Dmaj chorus, Dmin end",6
8566,Childish Gambino ft. MC Chris,The Awesome,70,7A,BPM: 70.5/141,6
8567,"Childish Gambino, Jhené Aiko",Pink Toes,80,7A,"BPM: 80/160; rainbows, sunshine; keychange +2 to Emin",6
8568,Childish Gambino,Feels Like Summer,83,7A,BPM: 83/166,6
8569,Childish Gambino,Summertime Magic,100,7A,Ddr,6
8570,Childish Gambino,Algorhythm,100,7A,,6
8571,Chingy,Right Thurr,92,7A,BPM: 92/1; right there,6
8572,Chip Tha Ripper,Interior Crocodile Alligator,92,7A,BPM: 92.5; Benny Wonder Remix,6
8573,chloe moriondo,abyss,119,7A,i just wanna dance,6
8574,Clean Bandit ft. Love Ssega,Mozart's House,125,7A,"Dblues, some Dmaj; main chords are Dmaj Fmaj Cmaj Ebmaj",6
8575,Clipping,Chapter 319,142,7A,"Dphr, some Ddr",6
8576,Clipping,Say the Name,85,7A,BPM: 85/170; Dphr,6
8577,Clipping ft. Cam & China,'96 Neve Campbell,100,7A,,6
8578,clipping.,Tipsy,93,7A,,6
8579,Confidence Man,Santa’s Comin’ Down The Chimney,120,7A,Busy P Remix,6
8580,Confidence Man,C.O.O.L. Party,128,7A,cool party,6
8581,Confidence Man ft. CHAI,Angry Girl,130,7A,what's your problem?,6
8582,CPU Buddha,See The Clear Light!,84,7A,BPM: 84/168,6
8583,Crazy Frog,Axel F,138,7A,,6
8584,Cream,Sunshine Of Your Love,115,7A,BPM: ~115,6
8585,CRUSH / CRUSH3D,Funfair 01,100,7A,Dharm,6
8586,CRUSH / CRUSH3D,Funfair 01,100,7A,B; Dharm,6
8587,Crystal Castles,Kept,127,7A,,6
8588,Crystal Waters,Gypsy Woman,120,7A,She's Homeless; la da dee,6
8589,The Crystal Method,Name of the Game,92,7A,some Fmin,6
8590,CSS ft. Ssion,City Grrrl,120,7A,rule this place,6
8591,The Cure,10:15 Saturday Night,86,7A,BPM: ~86/172; some Amin,6
8592,Cut Copy,Future,124,7A,!!! Remix,6
8593,Cyberpunk 2077,The Cartesian Duelists - Resist And Disorder,96,7A,Rezodrone; everything burns; some Dphr,6
8594,Cyberpunk 2077,Alexei Brayko - Reaktion,116,7A,Rezodrone,6
8595,Cyberpunk 2077,Fist Of Satan - Black Concrete,121,7A,"BPM: ~121; Arthur Rumiński, Haldor Grunberg; some triplet swing",6
8596,Cyberpunk 2077,Inferno Corps - Fueled By Poison,172,7A,BPM: ~172; Antigama,6
